V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,class,target
8.78,nan,44.14,10.72,31.65,32.26,28.57,nan,6.80,25.49,49.69,2.66,6.45,2.95,10.10,8.10,15.80,10.90,13.91,15.67,nan,26.66,12.42,10.14,2.33,14.28,18.19,8.50,39.05,13.42,16.62,17.09,1.93,12.06,nan,16.74,4,0.5389
6.96,12.75,28.09,5.62,16.38,13.94,14.86,42.82,2.14,19.09,53.18,3.83,nan,3.58,nan,7.33,26.77,7.99,10.37,13.12,6.71,19.46,11.16,8.45,3.86,nan,10.48,7.49,47.08,12.65,5.37,20.57,4.11,10.71,5.66,10.24,5,0.4152
10.34,44.23,33.55,8.21,28.95,29.02,36.36,25.85,6.51,32.03,49.44,nan,6.25,3.03,7.24,13.02,14.89,11.35,11.79,13.33,17.07,24.29,13.23,9.45,3.36,11.82,18.05,12.69,31.03,15.52,14.90,17.15,3.07,20.43,10.47,14.08,0,0.5219
nan,55.26,18.68,5.30,35.89,30.69,49.13,24.18,3.25,28.19,25.08,2.96,4.03,2.70,15.42,20.00,25.53,14.85,5.29,nan,3.94,21.45,15.48,9.87,2.72,5.91,11.02,15.39,15.05,11.23,23.98,19.82,0.74,21.92,15.59,22.58,2,0.5114
8.89,67.78,42.31,7.40,15.56,47.23,18.24,36.04,2.54,30.98,42.34,3.01,3.47,4.07,14.34,14.48,19.57,5.94,14.12,22.22,20.06,28.92,14.62,6.74,1.56,12.66,18.87,16.50,41.98,6.40,17.96,17.48,2.88,18.34,8.15,20.30,4,0.5525
nan,65.18,nan,nan,34.33,36.62,40.57,22.20,3.29,33.04,42.20,4.42,3.00,4.27,12.41,18.68,24.65,15.38,7.48,9.49,13.28,nan,nan,13.19,nan,10.85,20.99,18.71,24.82,10.81,18.65,19.41,2.61,17.95,14.75,22.68,4,0.5526
12.92,32.97,nan,10.26,36.96,17.09,45.23,46.31,5.83,37.27,86.48,2.93,3.61,2.10,6.79,13.06,4.49,16.18,13.64,8.37,8.68,32.55,7.05,8.14,3.80,23.49,21.57,9.51,40.18,12.80,8.57,27.44,4.08,11.07,9.06,15.45,0,0.5852
6.89,46.76,29.00,8.61,17.79,43.45,31.58,22.76,2.72,33.99,34.00,4.01,4.10,3.01,9.05,13.55,19.02,nan,9.62,11.67,17.78,31.92,13.16,8.14,3.56,8.89,12.93,13.82,nan,11.69,18.70,13.79,2.83,17.07,8.14,15.29,4,0.4877
nan,41.63,45.46,13.76,33.71,26.02,34.63,49.71,5.22,34.70,80.34,3.28,2.83,4.82,6.31,9.73,11.28,16.45,16.22,9.24,nan,35.69,12.48,8.71,2.64,25.92,19.21,11.62,44.16,8.67,10.55,25.09,2.45,11.91,11.35,11.50,0,0.5987
8.64,42.49,18.68,6.21,37.51,26.07,36.80,31.44,4.48,31.29,37.75,2.72,5.40,2.29,14.45,15.70,20.63,9.17,3.69,8.50,11.23,23.69,12.22,9.82,3.93,11.12,16.09,13.27,22.93,12.57,13.66,11.81,3.19,17.48,9.33,20.23,1,0.4753
16.17,22.22,39.62,4.00,15.79,nan,22.45,nan,3.09,22.63,46.70,2.58,3.36,2.43,9.11,11.60,28.21,5.46,5.96,16.44,10.44,36.01,14.17,2.89,2.87,28.40,8.54,9.03,50.39,13.32,10.07,9.39,2.49,21.78,7.91,8.65,4,0.4640
12.83,52.93,41.39,8.45,12.51,nan,16.39,33.17,2.61,25.68,34.97,1.89,nan,5.75,7.62,14.46,20.05,5.56,14.82,17.06,16.48,34.95,10.88,11.97,2.00,13.19,14.45,16.30,48.51,8.41,18.66,9.98,2.18,11.42,7.76,12.78,2,0.5204
8.14,52.14,19.33,6.83,44.66,31.45,36.35,22.95,4.08,44.43,47.06,3.90,4.25,4.62,12.42,11.81,14.83,7.23,6.16,7.02,18.44,nan,14.27,9.30,3.15,14.52,17.15,17.23,34.04,12.75,12.51,16.35,3.63,24.36,9.23,23.39,1,0.5388
9.32,39.83,38.98,8.24,26.54,42.62,43.41,nan,3.74,27.47,44.78,4.87,3.32,4.17,11.07,22.15,18.09,4.32,12.65,12.68,9.76,33.69,12.75,9.21,4.84,16.96,10.68,nan,38.15,12.17,14.43,18.11,1.61,17.35,14.02,17.05,1,0.5457
0.66,40.59,43.57,10.05,44.03,nan,40.73,nan,3.59,32.22,34.83,3.69,4.82,4.33,12.47,14.27,13.79,10.14,nan,18.92,7.62,40.57,14.29,nan,2.37,nan,19.58,9.12,24.44,16.86,15.39,16.80,2.46,14.19,13.48,20.65,1,0.5443
15.98,46.48,61.60,10.57,16.49,34.16,56.25,41.28,5.02,33.05,63.71,2.53,4.81,4.39,8.68,21.58,7.89,8.41,13.44,14.49,nan,50.38,11.35,8.02,5.84,26.05,20.84,9.79,32.40,16.03,22.36,23.29,1.47,10.13,5.98,10.28,2,0.6003
9.47,37.17,30.22,10.74,31.89,32.47,37.03,25.95,1.70,27.52,42.97,5.87,3.25,4.84,nan,15.02,26.61,6.16,12.64,8.04,7.52,15.83,12.62,8.26,nan,12.54,24.07,10.27,20.78,11.77,16.72,13.85,2.28,20.21,17.61,17.16,1,0.4986
16.86,50.34,61.75,11.61,15.82,39.60,41.65,40.98,3.54,28.01,60.47,2.77,nan,3.20,6.08,19.33,12.72,9.40,17.45,17.08,9.74,44.12,12.72,11.53,3.47,24.94,19.00,9.77,43.02,11.07,19.68,21.19,2.94,12.68,7.59,10.86,2,0.6028
16.19,28.10,43.67,6.31,28.75,12.96,16.67,46.74,3.61,20.96,45.61,4.64,4.68,1.14,8.96,5.68,27.07,6.96,7.85,17.69,13.48,29.41,15.99,6.85,4.70,28.73,8.98,8.57,57.98,13.55,10.51,10.02,4.90,26.41,8.24,10.59,4,0.4985
11.09,20.20,61.15,11.46,49.98,13.87,18.51,52.70,3.13,4.63,40.47,3.89,4.18,2.93,13.31,7.96,23.67,8.28,14.52,20.52,4.47,nan,13.95,13.02,3.66,26.97,13.95,4.93,51.53,16.65,10.47,8.49,4.07,25.86,16.53,6.30,4,0.5192
12.66,39.12,27.52,7.20,18.07,31.52,42.19,27.93,3.95,32.71,56.28,3.34,3.43,4.78,7.27,13.91,14.01,9.67,10.57,9.77,19.03,28.68,11.56,nan,nan,11.32,14.26,12.02,27.76,11.79,15.64,15.15,3.29,11.51,13.96,13.78,1,0.5006
4.15,63.70,36.92,5.09,17.72,37.48,20.50,37.43,5.36,29.07,nan,0.57,4.24,4.77,17.32,15.49,20.05,10.64,9.51,16.45,17.72,25.91,11.01,5.74,3.58,11.66,14.44,12.50,30.23,6.89,17.85,19.30,nan,16.96,4.80,21.44,4,0.5118
11.54,40.07,27.18,12.79,24.95,nan,32.84,35.38,3.91,20.02,37.97,2.70,5.33,4.45,10.89,13.50,20.52,6.55,6.63,12.99,20.30,nan,12.38,2.70,2.76,12.50,7.07,11.80,nan,11.39,nan,10.59,4.01,19.96,nan,13.43,4,0.4731
11.86,43.42,39.04,4.78,28.86,26.26,20.43,38.50,5.38,27.42,49.95,2.14,3.62,2.95,11.24,12.09,16.34,11.72,14.35,15.40,16.74,19.11,7.82,5.55,3.53,13.48,13.72,12.81,44.44,12.82,13.69,11.52,3.00,14.96,8.31,19.45,5,0.5124
10.34,52.78,26.24,12.49,29.88,39.67,38.91,36.10,2.06,35.34,nan,4.60,2.25,3.55,3.14,15.35,14.93,nan,9.85,15.63,16.62,32.23,15.41,8.23,2.76,12.89,17.24,nan,nan,13.29,13.92,15.35,2.51,15.46,10.57,16.88,0,0.5367
9.65,58.29,32.61,13.10,32.90,47.97,42.22,12.30,6.43,35.84,36.02,2.03,2.19,4.57,4.68,10.67,18.30,9.99,12.75,9.87,25.69,10.02,nan,10.98,3.20,9.95,12.56,8.72,40.43,18.55,24.38,22.34,1.30,18.81,7.31,30.54,3,0.5744
15.69,45.22,35.21,11.61,19.00,40.06,38.87,nan,nan,23.72,13.61,nan,5.53,4.13,5.76,22.14,24.84,8.53,11.77,17.15,7.79,26.27,12.12,8.24,3.58,10.08,14.30,14.62,23.05,15.70,22.54,6.43,1.74,19.96,8.25,13.74,1,0.4895
10.83,55.99,41.89,9.87,38.14,28.27,16.16,43.26,3.48,19.43,nan,3.51,3.15,1.34,13.44,9.99,18.52,15.91,14.03,14.71,17.45,17.71,10.75,11.15,3.86,15.25,nan,12.09,36.26,11.66,16.53,9.70,2.99,15.33,9.08,16.02,2,0.5283
12.21,41.24,26.65,9.17,33.06,37.50,51.77,36.42,4.71,36.42,31.07,3.10,3.76,nan,5.00,14.83,12.47,7.45,5.45,17.67,11.76,44.05,16.12,4.85,3.59,14.24,nan,15.53,31.88,10.09,nan,15.62,nan,16.95,17.95,18.71,1,0.5399
12.25,67.59,28.83,4.85,44.26,25.27,nan,40.82,2.33,37.24,59.05,6.01,4.90,3.26,17.21,15.04,6.98,15.98,7.80,12.98,16.98,34.52,19.47,10.36,3.08,13.59,16.87,16.24,22.27,9.05,14.79,15.53,2.92,14.89,7.80,18.90,1,0.5693
7.11,54.94,41.05,6.49,30.62,44.67,62.99,13.35,4.22,49.23,34.08,3.99,2.50,3.66,5.89,20.07,5.85,6.63,12.62,14.17,7.92,43.48,16.37,13.67,2.19,6.31,18.90,11.52,16.10,13.54,24.78,21.91,2.91,21.80,7.60,22.28,3,0.5677
10.64,48.33,28.81,12.82,33.23,33.08,32.87,36.21,3.24,25.86,41.04,3.97,4.94,3.40,6.24,12.79,16.16,14.72,10.11,15.76,15.95,nan,12.96,10.60,4.58,9.61,14.08,13.46,32.99,12.45,13.31,17.28,2.95,16.96,9.70,16.52,0,0.5219
nan,17.31,45.36,6.40,26.41,20.50,33.74,36.80,5.74,13.77,56.45,3.84,3.30,2.54,12.43,14.66,17.79,7.28,16.95,15.05,10.90,16.58,9.84,7.19,0.25,11.20,12.10,2.70,40.68,15.04,nan,13.25,3.38,12.08,13.97,13.73,1,0.4789
7.64,47.05,46.66,5.84,23.31,37.84,59.84,14.56,2.52,50.53,37.22,3.58,1.85,3.50,4.85,16.57,7.09,3.70,11.26,15.83,9.96,44.24,15.71,8.20,3.75,10.97,12.83,10.64,26.91,15.20,24.51,25.56,4.51,28.57,4.02,20.18,3,0.5583
10.42,55.51,40.27,8.26,20.55,34.92,14.67,38.55,5.87,28.44,45.40,4.09,4.33,2.90,12.79,nan,22.34,8.75,15.50,21.28,16.01,19.64,14.25,6.79,4.97,11.86,21.42,14.86,41.03,8.03,14.05,16.27,4.90,21.33,8.83,17.89,4,0.5275
13.13,49.82,24.37,9.89,32.10,39.48,40.94,23.01,4.43,30.05,35.88,3.99,5.58,1.81,7.34,17.55,20.32,10.88,10.38,8.03,15.64,21.42,13.03,11.22,3.35,11.70,13.77,12.10,26.30,13.37,18.29,9.81,4.27,15.72,11.33,19.94,1,0.5187
4.97,41.46,42.21,nan,22.64,33.25,40.18,43.99,5.11,26.04,56.86,3.86,5.33,3.62,3.98,11.60,12.33,14.31,6.42,15.60,17.49,44.80,11.09,9.39,6.27,19.85,20.25,5.51,24.95,12.95,15.83,19.93,2.80,7.68,13.85,12.30,0,0.5289
9.70,51.45,30.89,12.15,27.74,43.18,36.99,32.74,3.15,31.93,48.86,5.11,2.26,2.39,9.44,15.51,9.48,7.29,11.89,12.63,18.84,33.76,13.32,7.13,2.74,10.31,15.53,16.61,nan,7.82,13.64,13.69,4.98,14.25,nan,12.86,0,0.5302
8.50,nan,33.40,10.36,21.11,23.80,18.86,nan,4.72,12.60,47.56,4.55,3.96,2.64,12.37,10.91,26.44,18.31,9.32,nan,18.74,2.83,6.72,nan,3.29,8.74,6.02,9.96,34.85,13.09,20.10,22.98,2.24,nan,5.27,15.07,3,0.4831
13.62,42.41,37.77,8.93,39.41,24.47,35.60,40.90,3.81,25.37,58.49,1.87,2.56,3.34,16.37,13.37,13.67,9.74,13.31,nan,11.02,22.38,14.34,11.62,3.96,12.90,15.80,10.49,38.74,10.37,11.29,17.24,3.25,13.14,8.98,17.48,1,0.5367
13.79,39.87,30.32,6.66,10.79,21.93,35.72,15.18,1.75,nan,44.70,4.90,3.70,3.53,5.87,6.67,24.09,9.84,9.47,12.53,20.20,7.58,10.49,4.46,4.23,6.29,14.08,8.04,33.45,15.73,22.96,22.80,3.33,24.52,5.57,19.87,3,0.4755
nan,52.25,43.60,10.69,23.81,38.62,37.44,36.34,3.76,28.25,51.18,3.61,4.27,nan,9.94,15.64,14.73,9.11,12.41,14.65,15.18,32.98,14.12,10.14,3.88,16.19,12.64,9.66,37.31,9.81,17.26,19.18,3.22,14.81,6.69,16.89,1,0.5551
18.00,10.95,37.84,5.04,36.50,14.06,31.98,43.42,2.89,nan,32.03,3.95,3.57,nan,8.23,10.71,26.25,4.21,9.09,18.42,5.08,nan,15.75,8.99,3.39,23.13,9.14,8.77,60.55,19.86,8.54,10.09,3.90,19.52,12.19,14.97,4,0.4957
12.28,nan,31.55,7.54,18.60,34.29,34.85,39.23,3.46,44.03,47.72,4.21,3.65,2.98,7.84,11.84,14.75,0.86,10.08,12.41,17.78,40.18,17.56,0.43,3.44,18.55,5.86,11.54,45.89,11.16,9.60,12.05,0.92,16.26,1.57,17.93,5,0.5041
16.28,38.70,36.60,6.39,31.83,21.39,40.38,51.24,3.19,26.88,49.35,4.46,1.88,nan,nan,13.55,17.08,8.65,7.74,16.21,10.35,33.69,15.78,5.34,3.85,18.54,14.29,9.58,35.92,10.52,nan,12.78,3.78,10.35,10.32,18.87,4,0.5229
7.26,46.93,33.49,8.27,27.24,37.95,35.66,24.52,3.46,31.18,25.18,2.85,3.06,3.35,13.34,17.11,23.57,4.25,10.17,14.51,11.50,20.56,12.20,7.10,2.19,8.88,19.57,11.61,21.23,13.81,20.32,11.75,3.56,23.37,9.63,21.77,1,0.4873
11.01,53.30,38.06,10.45,36.88,34.34,33.93,32.74,2.70,38.02,43.50,4.67,3.40,3.68,8.32,10.38,13.64,10.25,12.02,13.59,15.69,25.61,12.39,10.92,3.36,14.10,19.64,13.19,37.67,13.26,17.87,17.24,4.44,18.47,5.98,22.47,1,0.5605
10.78,40.14,31.39,10.16,32.65,29.28,39.33,29.83,6.90,19.98,33.52,1.78,2.90,3.05,12.64,17.43,19.96,8.44,8.76,13.01,12.34,nan,11.61,9.04,4.41,8.70,14.92,10.14,20.73,nan,16.57,10.19,3.84,19.96,11.64,15.66,1,0.4747
9.00,49.31,25.93,9.92,53.53,29.22,31.58,46.43,4.14,26.57,40.10,2.47,3.05,2.38,14.15,nan,20.96,15.18,8.15,15.02,12.47,25.16,16.95,8.62,3.05,20.41,13.02,15.77,38.89,15.56,10.13,14.71,3.62,18.03,15.59,nan,5,0.5592
12.47,51.51,50.57,11.76,24.55,34.18,55.04,49.77,0.96,29.34,49.60,5.85,4.86,2.79,10.81,18.61,9.95,12.70,7.40,16.39,11.33,50.54,11.09,6.38,3.68,22.76,22.61,12.04,21.42,17.04,24.97,20.30,3.27,4.51,10.70,12.77,2,0.5815
12.83,50.14,39.28,5.38,21.39,35.08,26.64,42.76,3.04,36.48,43.73,3.53,1.35,2.53,10.34,11.58,17.81,10.07,15.03,17.77,11.31,41.13,17.15,5.97,4.56,15.98,15.66,16.32,40.42,10.07,17.96,13.10,nan,11.62,10.17,14.36,4,0.5405
11.37,52.22,47.71,12.09,24.37,44.96,nan,52.93,4.35,28.76,nan,5.23,4.10,5.86,14.30,16.86,18.95,5.89,15.94,14.23,11.43,34.92,10.31,5.35,4.05,23.13,18.53,13.20,43.11,6.01,14.13,11.03,1.95,8.73,8.23,18.90,5,0.5646
14.39,12.60,32.93,6.23,46.49,9.80,25.51,nan,2.44,18.32,36.97,nan,1.88,3.90,10.39,6.09,26.70,5.37,7.45,18.41,7.20,25.07,nan,14.52,2.08,20.73,13.79,5.12,54.97,16.72,2.61,8.71,2.56,21.23,12.86,14.73,4,0.4753
13.13,50.55,42.88,11.81,19.41,35.26,42.40,33.55,4.60,22.76,22.56,0.84,5.49,3.06,11.01,20.43,22.52,nan,12.16,19.46,9.13,22.99,13.19,3.63,1.23,9.28,16.54,11.25,12.36,13.49,24.91,10.18,4.39,23.57,nan,15.19,1,0.4915
8.21,55.36,27.85,4.82,17.01,32.79,22.79,30.07,3.49,25.48,41.20,2.55,5.27,2.77,11.70,nan,24.13,11.85,7.18,17.26,15.71,21.43,10.44,8.54,2.98,10.01,17.97,14.83,29.01,8.91,15.94,16.96,4.25,20.63,10.09,17.71,4,0.4865
9.24,43.71,35.06,10.34,33.69,41.47,34.98,42.44,4.12,30.21,47.35,5.27,3.63,4.95,14.35,15.99,16.14,4.63,10.13,11.90,11.85,37.01,12.04,7.15,5.06,19.29,12.76,14.43,43.47,9.20,13.07,16.63,3.28,10.59,13.54,18.99,5,0.5581
nan,48.50,33.94,10.53,34.55,30.64,36.32,43.62,nan,34.97,51.43,3.01,6.00,3.76,10.34,15.79,13.10,10.14,10.22,13.73,13.66,32.13,15.63,5.69,nan,18.23,12.75,13.54,33.47,9.81,nan,14.28,2.12,19.71,nan,17.39,0,0.5402
14.79,44.74,33.21,6.83,31.05,27.43,31.81,25.20,5.79,40.07,57.90,3.66,nan,4.22,3.39,8.91,13.09,14.56,18.42,11.05,nan,20.23,14.52,9.50,1.57,11.41,18.07,12.95,38.99,13.72,13.83,14.75,0.72,17.90,9.69,16.80,1,0.5424
nan,60.53,26.91,nan,30.69,36.52,nan,11.41,1.22,32.08,nan,2.64,nan,4.17,14.51,20.69,23.29,14.48,12.02,nan,9.12,4.01,8.28,8.21,4.04,3.66,6.20,14.80,22.98,13.92,25.63,26.95,3.66,28.61,4.61,25.27,2,0.5291
13.59,55.43,24.37,10.29,36.73,39.44,48.87,24.16,5.12,37.98,nan,3.24,4.29,4.75,6.88,15.76,19.03,10.84,7.19,8.20,13.52,28.76,15.56,14.38,2.49,14.67,20.30,12.29,24.43,13.15,20.66,14.48,2.07,15.34,10.77,23.47,1,0.5528
13.32,54.52,19.76,nan,16.27,30.17,40.56,18.63,3.81,32.02,55.85,3.24,5.01,3.20,9.70,19.30,20.97,14.48,8.94,6.47,18.16,13.83,10.99,8.97,5.31,7.63,21.18,11.54,13.61,11.45,17.68,15.41,4.85,15.25,8.44,18.36,4,0.4862
9.57,27.08,46.37,4.45,31.58,20.43,12.06,44.67,3.06,23.61,30.96,4.02,4.84,2.20,11.92,8.29,24.36,5.00,9.66,15.81,6.01,nan,10.25,7.80,1.93,23.19,6.87,12.75,54.32,13.59,15.18,7.34,4.14,23.11,7.43,10.45,4,0.4806
10.67,42.25,32.78,nan,30.66,37.37,31.97,38.96,3.98,28.54,38.02,4.70,2.73,3.57,7.39,14.31,15.48,9.44,9.79,15.26,13.12,38.81,12.22,9.27,2.09,15.93,12.57,16.42,41.18,12.48,14.35,13.04,5.28,12.24,13.64,nan,2,0.5313
7.98,38.96,48.37,13.96,28.10,28.50,36.92,56.69,4.76,34.58,82.98,4.13,2.10,3.33,nan,13.75,7.93,15.39,14.98,7.09,5.95,47.07,12.21,7.31,3.30,25.30,15.84,7.54,30.38,5.71,9.00,22.24,3.21,7.77,6.33,8.75,0,0.5617
8.70,43.87,34.06,12.45,33.85,42.81,44.73,33.59,2.81,35.56,39.73,2.31,3.70,4.85,6.28,nan,13.33,6.75,8.97,12.88,16.16,38.21,12.24,5.36,1.36,19.40,14.97,14.76,nan,15.04,15.93,15.70,3.41,16.70,14.82,17.30,2,0.5557
10.51,42.48,30.96,9.23,37.97,27.41,25.56,35.95,nan,28.01,31.13,3.46,3.78,4.04,14.57,13.98,15.43,5.74,9.19,14.95,11.28,17.82,6.80,7.62,1.63,6.78,20.87,18.22,29.78,11.05,13.89,8.19,2.08,21.21,8.89,18.09,1,0.4770
13.21,50.11,40.12,9.21,32.54,32.47,37.91,30.67,2.94,25.68,45.79,1.50,3.37,5.23,12.75,15.38,17.52,8.96,12.39,14.68,nan,20.22,13.38,9.79,4.02,14.49,17.29,10.79,35.22,15.09,17.76,15.85,2.70,18.21,10.10,19.10,0,0.5449
13.23,21.77,43.36,7.98,41.08,12.00,19.28,49.94,5.43,15.16,44.73,3.63,4.56,4.55,nan,7.01,23.21,6.00,7.68,17.70,8.70,30.98,nan,10.44,3.77,25.81,10.64,7.52,51.55,10.76,6.01,7.73,nan,26.41,13.19,8.59,4,0.4879
10.36,46.86,34.98,11.10,29.40,30.53,31.71,34.03,4.83,23.18,46.45,4.11,3.03,3.89,14.91,13.80,23.56,9.00,11.45,11.67,13.76,18.08,14.35,7.23,3.37,14.18,nan,9.82,24.91,10.97,16.57,13.63,3.02,20.40,11.68,15.43,1,0.5052
11.50,53.74,26.42,10.88,nan,37.33,37.81,27.06,4.00,33.24,41.48,2.89,4.63,5.23,10.29,17.92,21.78,10.61,11.86,10.01,15.27,22.54,15.83,3.93,4.26,13.47,15.61,15.39,18.30,11.97,17.64,11.40,4.21,22.89,11.57,14.59,1,0.5138
17.13,52.65,22.94,nan,19.68,28.82,62.64,17.39,3.98,31.41,39.85,4.40,2.97,3.28,7.08,13.23,23.64,13.86,5.84,10.58,22.38,nan,17.86,1.86,5.41,9.55,10.66,8.08,15.09,19.63,27.41,24.32,3.43,22.92,8.88,20.85,3,0.5242
5.24,42.58,41.36,8.46,31.89,35.24,25.63,28.88,4.71,nan,41.53,4.35,3.80,4.86,18.95,18.75,18.75,3.36,15.15,12.36,11.77,13.66,5.57,5.78,4.35,10.06,20.60,14.46,32.19,15.49,15.15,14.11,5.04,21.06,8.31,19.52,1,0.5062
13.32,44.35,30.77,5.62,23.16,35.65,36.77,27.14,nan,41.68,26.37,2.41,3.33,4.21,5.84,13.16,22.62,6.30,10.68,15.45,8.72,35.28,15.61,6.83,3.46,13.90,20.14,15.91,30.20,12.22,nan,10.61,4.01,20.91,12.77,18.47,1,0.5125
11.86,45.62,23.27,nan,25.63,35.06,41.09,22.12,4.82,43.91,27.98,1.94,6.13,5.53,7.18,16.98,18.08,4.48,6.83,13.20,12.23,34.10,14.32,7.82,4.49,11.08,20.33,17.33,24.88,13.20,17.28,9.52,nan,22.03,9.44,nan,1,0.4953
11.91,36.53,37.90,7.10,39.12,25.01,33.50,43.35,4.20,27.12,41.11,2.43,4.17,2.36,9.43,7.39,11.35,7.84,7.76,15.69,16.23,34.93,13.25,12.04,4.48,14.04,nan,7.68,36.75,12.13,14.05,nan,3.10,9.60,10.33,18.31,5,0.5014
13.96,48.37,36.35,5.78,3.73,37.05,38.25,20.39,3.35,33.50,52.38,4.06,nan,nan,6.17,17.72,18.23,3.91,10.13,17.66,20.63,27.28,13.45,7.28,4.45,12.49,19.15,11.10,36.50,10.47,15.29,20.83,2.42,21.61,7.42,16.65,4,0.5139
9.64,63.08,30.72,15.77,30.29,43.22,31.24,28.20,4.78,19.36,33.91,3.56,3.96,4.29,9.21,13.63,21.61,13.49,8.63,15.57,19.30,12.05,9.74,12.90,3.11,7.86,17.29,13.37,30.09,10.32,21.07,20.90,2.86,19.26,11.64,21.02,4,0.5393
nan,67.53,19.74,7.03,40.47,32.61,47.73,15.64,3.99,31.23,32.44,nan,2.13,2.67,17.99,17.21,22.91,16.92,9.09,5.91,7.89,11.82,14.13,12.28,2.94,2.73,12.79,16.41,11.50,11.01,29.70,20.01,4.70,21.13,12.40,23.62,2,0.5359
7.18,nan,42.69,7.70,17.00,40.73,16.72,35.88,4.81,22.33,46.40,2.46,nan,3.70,12.11,14.00,23.00,12.62,13.28,19.27,22.15,26.92,13.90,6.74,5.36,17.11,15.63,13.24,36.05,11.54,18.84,15.31,2.24,18.46,10.72,nan,2,0.5354
12.68,56.21,28.68,10.51,22.10,43.99,28.90,25.15,2.98,26.89,34.51,2.86,3.14,2.72,8.39,16.20,20.69,7.43,10.85,18.91,14.92,20.73,13.44,15.90,3.08,nan,18.95,16.79,43.20,8.70,14.81,21.31,3.07,18.53,9.19,19.68,4,0.5318
9.16,19.43,40.54,11.26,31.18,10.44,30.23,57.64,4.01,40.62,74.47,1.80,4.95,4.27,6.38,2.16,10.83,11.21,8.83,10.57,5.72,37.58,9.72,6.42,nan,nan,21.28,7.21,43.81,9.30,nan,25.19,1.86,11.58,3.25,14.74,0,0.5102
6.97,53.21,42.08,8.34,19.91,47.10,27.40,30.02,5.51,34.62,47.64,3.07,5.89,0.70,12.21,12.09,17.47,5.37,14.58,13.34,15.73,32.64,10.25,10.64,2.36,13.09,20.81,13.35,42.98,10.65,20.72,21.17,3.61,9.07,10.08,20.28,1,0.5575
9.12,48.23,32.82,12.54,27.44,36.93,36.35,35.60,4.38,30.91,33.92,3.85,3.76,3.94,9.69,13.52,23.27,10.17,9.94,13.49,10.89,27.36,14.49,8.56,3.73,13.29,21.24,11.34,22.02,13.27,19.78,14.97,2.83,16.17,10.08,17.90,0,0.5141
13.83,nan,22.51,9.17,30.70,44.75,39.93,16.64,3.26,38.10,28.85,3.12,nan,2.69,6.50,15.35,25.78,3.85,12.82,nan,9.45,27.22,16.03,10.63,3.14,13.77,21.59,17.41,33.48,12.22,18.44,11.28,4.11,20.12,20.77,18.18,1,0.5341
13.88,34.62,34.07,15.81,40.90,20.23,41.08,30.86,4.39,nan,48.36,2.35,nan,3.24,5.29,7.39,17.50,17.29,12.73,10.80,13.73,9.84,10.93,9.97,4.79,11.30,14.71,10.12,34.52,19.45,17.36,22.21,4.82,19.73,12.46,13.72,0,0.5327
16.84,47.47,33.06,10.94,20.97,35.31,50.56,24.51,2.77,22.81,30.31,3.83,2.17,3.02,5.19,22.08,21.04,10.32,9.24,15.91,nan,25.52,15.67,8.75,1.62,11.68,10.38,nan,20.71,12.58,20.15,12.79,1.64,24.31,nan,13.86,5,0.5056
12.76,56.82,28.91,nan,32.26,28.07,45.38,31.98,5.68,44.70,51.84,3.85,3.03,4.19,10.68,13.28,13.64,10.47,nan,9.47,13.30,30.50,13.63,5.27,3.43,nan,25.88,15.56,14.23,8.05,19.39,15.32,3.00,21.94,10.54,19.57,1,0.5372
13.80,nan,55.12,14.45,10.58,47.25,56.32,46.98,4.08,33.79,49.56,4.05,3.09,3.63,8.89,22.98,nan,10.23,12.08,17.20,8.28,nan,15.19,5.75,1.27,22.16,20.50,11.56,18.01,9.99,nan,22.00,4.64,8.18,7.00,12.36,2,0.5972
7.96,42.46,36.58,nan,27.52,27.00,29.27,34.80,2.51,28.48,52.97,5.20,4.05,3.29,nan,15.95,21.84,9.50,13.33,9.63,10.77,18.25,11.68,6.82,3.20,13.59,20.34,9.34,23.28,13.06,14.10,13.87,4.31,18.07,6.80,16.39,1,0.4929
11.55,38.17,19.45,8.32,23.70,34.01,36.43,23.59,3.96,29.62,40.42,2.02,3.92,2.96,2.03,12.79,16.90,10.84,7.75,12.32,18.55,26.26,11.62,9.21,3.38,8.24,13.15,13.83,32.16,11.79,13.16,13.44,4.61,15.86,15.34,14.34,0,0.4818
6.22,14.43,49.22,6.89,46.10,20.98,13.93,46.82,4.68,10.73,35.20,2.80,1.90,4.81,11.00,10.30,28.95,7.98,15.01,17.56,nan,30.11,16.93,12.47,4.29,27.66,8.43,4.04,55.98,22.27,5.89,4.58,3.83,nan,15.25,8.71,4,0.4944
7.86,48.56,19.41,5.51,32.34,32.07,32.35,36.67,5.44,35.26,37.76,4.44,1.96,2.38,13.61,15.64,20.58,8.75,4.59,10.72,11.54,36.65,16.10,7.92,3.01,14.56,17.20,16.25,21.39,9.18,13.38,8.62,4.77,16.39,11.80,16.25,1,0.4858
10.44,44.99,34.11,11.60,38.82,43.94,29.20,nan,3.86,nan,17.40,2.16,5.46,2.81,9.80,16.93,23.04,5.01,13.99,12.99,8.28,17.74,8.25,12.87,3.43,10.28,20.95,16.24,37.04,15.87,19.13,9.03,5.59,19.37,10.77,23.05,1,0.5239
